Name,NetWorth,Country,Source,Rank,Age,Industry
Choo Chong Ngen,2.6,Singapore,hotels,1205,67.0,Real Estate
Abilio dos Santos Diniz,2.6,Brazil,retail,1205,84.0,Fashion & Retail
"John Dorrance, III.",2.6,Ireland,Campbell Soup,1205,77.0,Food & Beverage
Bruce Flatt,2.6,Canada,money management,1205,55.0,Finance & Investments
Stein Erik Hagen,2.6,Norway,consumer goods,1205,64.0,Fashion & Retail
Caroline Hagen Kjos,2.6,Norway,conglomerate,1205,37.0,Diversified
Hortensia Herrero,2.6,Spain,supermarkets,1205,70.0,Fashion & Retail
Anthony Hsieh,2.6,United States,mortgage lender,1205,56.0,Finance & Investments
Hal Jackman,2.6,Canada,"insurance, investments",1205,88.0,Finance & Investments
Brad Kelley,2.6,United States,tobacco,1205,64.0,Real Estate
Raj Kumar & Kishin RK,2.6,Singapore,real estate,1205,66.0,Real Estate
Adam Kwok,2.6,Hong Kong,real estate,1205,38.0,Real Estate
Lai Shixian,2.6,China,sports apparel,1205,46.0,Fashion & Retail
Stephen Lansdown,2.6,Guernsey,financial services,1205,68.0,Finance & Investments
K.C. Liu,2.6,Taiwan,manufacturing,1205,67.0,Technology
Aloke Lohia,2.6,India,petrochemicals,1205,62.0,Manufacturing
Kalanithi Maran,2.6,India,media,1205,55.0,Media & Entertainment
C. Dean Metropoulos,2.6,United States,investments,1205,74.0,Food & Beverage
Yuji Otsuka,2.6,Japan,"copy machines, software",1205,67.0,Technology
Daniel Pritzker,2.6,United States,"hotels, investments",1205,61.0,Finance & Investments
Ren Jianhua,2.6,China,kitchen appliances,1205,64.0,Manufacturing
Alexey Repik,2.6,Russia,pharmaceuticals,1205,41.0,Healthcare
Steven Sarowitz,2.6,United States,payroll software,1205,55.0,Technology
Yuri Shefler,2.6,Russia,alcohol,1205,53.0,Food & Beverage
Shum Chiu Hung & family,2.6,China,real estate,1205,51.0,Real Estate
Stephen Smith,2.6,Canada,finance and investments,1205,69.0,Finance & Investments
Dan Snyder,2.6,United States,Washington Redskins,1205,56.0,Sports
Helmut Sohmen,2.6,Austria,shipping,1205,81.0,Logistics
Tung Chee Hwa,2.6,Hong Kong,shipping,1205,83.0,Logistics
Pieter van der Does,2.6,Netherlands,payments software,1205,51.0,Technology
Wim van der Leegte,2.6,Netherlands,manufacturing,1205,73.0,Manufacturing
Evan Williams,2.6,United States,Twitter,1205,49.0,Technology
Wu Guangming,2.6,China,medical equipment,1205,59.0,Healthcare
Yu Qibing & family,2.6,China,glass,1205,55.0,Manufacturing
Charles Zegar,2.6,United States,Bloomberg LP,1205,73.0,Media & Entertainment
Zhaojiang Zhu,2.6,China,Smartphones,1205,47.0,Manufacturing
John Arrillaga,2.5,United States,real estate,1249,84.0,Real Estate
Carol Jenkins Barnett,2.5,United States,Publix supermarkets,1249,64.0,Food & Beverage
William Berkley,2.5,United States,insurance,1249,74.0,Finance & Investments
Markus Blocher,2.5,Switzerland,chemicals,1249,50.0,Manufacturing
Andrei Bokarev,2.5,Russia,"metals, mining",1249,54.0,Manufacturing
Jim Breyer,2.5,United States,venture capital,1249,59.0,Technology
Charles Bronfman,2.5,Canada,liquor,1249,89.0,Food & Beverage
Byju Raveendran and Divya Gokulnath,2.5,India,education technology,1249,39.0,Technology
Chang Jing,2.5,China,technology,1249,38.0,Technology
Leon G. Cooperman,2.5,United States,hedge funds,1249,77.0,Finance & Investments
Jose Luis Cutrale,2.5,Brazil,orange juice,1249,74.0,Food & Beverage
Gerald Ford,2.5,United States,banking,1249,76.0,Finance & Investments
Phillip Frost,2.5,United States,pharmaceuticals,1249,84.0,Healthcare
Mikhail Gutseriev,2.5,Russia,"oil, real estate",1249,63.0,Energy
Hans-Werner Hector,2.5,Germany,SAP,1249,81.0,Technology
Hu Kun,2.5,China,medical equipment,1249,51.0,Healthcare
"Jeremy Jacobs, Sr. & family",2.5,United States,food service,1249,81.0,Service
Hans Langer,2.5,Germany,3D printing,1249,69.0,Manufacturing
Lee Hae-jin,2.5,South Korea,Internet,1249,53.0,Technology
Liang Feng,2.5,China,manufacturing,1249,52.0,Manufacturing
Lin Ming-hsiung,2.5,Taiwan,supermarkets,1249,71.0,Fashion & Retail
Mohamed Mansour,2.5,Egypt,diversified,1249,73.0,Diversified
Harsh Mariwala,2.5,India,consumer goods,1249,69.0,Food & Beverage
Najib Mikati,2.5,Lebanon,telecom,1249,65.0,Telecom
Taha Mikati,2.5,Lebanon,telecom,1249,76.0,Telecom
Pedro Moreira Salles,2.5,Brazil,"banking, minerals",1249,61.0,Diversified
José Neves,2.5,Portugal,luxury fashion,1249,46.0,Fashion & Retail
Jerry Ng,2.5,Indonesia,banking,1249,56.0,Finance & Investments
Nandan Nilekani,2.5,India,software services,1249,65.0,Technology
Ravi Pillai,2.5,India,construction,1249,67.0,Construction & Engineering
Victor Pinchuk,2.5,Ukraine,"steel pipes, diversified",1249,60.0,Metals & Mining
Matthew Prince,2.5,United States,cybersecurity,1249,46.0,Technology
John Pritzker,2.5,United States,"hotels, investments",1249,67.0,Finance & Investments
Rajan Raheja & family,2.5,India,diversified,1249,66.0,Diversified
Matthias Reinhart,2.5,Switzerland,finance,1249,61.0,Finance & Investments
Ruan Shuilong & family,2.5,China,chemicals,1249,85.0,Manufacturing
Rodney Sacks,2.5,United States,energy drinks,1249,71.0,Food & Beverage
Carlos Sanchez,2.5,Brazil,generic drugs,1249,59.0,Healthcare
Kavitark Ram Shriram,2.5,United States,"venture capital, Google",1249,64.0,Technology
André Street,2.5,Brazil,fintech,1249,36.0,Technology
Sun Mengquan & family,2.5,China,edible oil,1249,71.0,Food & Beverage
Daniel Sundheim,2.5,United States,hedge funds,1249,44.0,Finance & Investments
Torsten Toeller,2.5,Germany,pet food,1249,55.0,Fashion & Retail
Peter Unger,2.5,Germany,auto repair,1249,76.0,Automotive
Wang Wenmo,2.5,China,sports apparel,1249,64.0,Fashion & Retail
Xie Juhua & family,2.5,China,pharmaceuticals,1249,70.0,Healthcare
Xu Shaochun,2.5,China,software,1249,58.0,Technology
Zhao Tao,2.5,Singapore,pharmaceuticals,1249,55.0,Healthcare
Michael Ashley,2.4,United Kingdom,sports retailing,1299,56.0,Fashion & Retail
Yvonne Bauer,2.4,Germany,media,1299,44.0,Media & Entertainment
Alberto Bombassei,2.4,Italy,automotive brakes,1299,80.0,Automotive
Richard Chandler,2.4,New Zealand,investments,1299,62.0,Finance & Investments
David Chen,2.4,Singapore,online games,1299,40.0,Media & Entertainment
Chen Jinxia,2.4,China,investments,1299,53.0,Finance & Investments
Chen Xiao Ying,2.4,China,health information,1299,57.0,Healthcare
Chen Xueli,2.4,China,pharmaceuticals,1299,69.0,Healthcare
Todd Christopher,2.4,United States,hair care products,1299,58.0,Fashion & Retail
Mark Coombs,2.4,United Kingdom,finance,1299,60.0,Finance & Investments
Luigi Cremonini & family,2.4,Italy,meat processing,1299,81.0,Food & Beverage
Smita Crishna-Godrej,2.4,India,consumer goods,1299,70.0,Diversified
Dai Lizhong,2.4,China,medical testing,1299,52.0,Healthcare
Eduardo de Pontes,2.4,Brazil,payments processing,1299,41.0,Technology
Chetan Dube,2.4,United States,technology,1299,55.0,Technology
Stephen Feinberg,2.4,United States,private equity,1299,61.0,Finance & Investments
Abhay Firodia,2.4,India,automobiles,1299,76.0,Automotive
Fu Mingkang & family,2.4,China,manufacturing,1299,58.0,Manufacturing
Gao Jifan & family,2.4,China,solar equipment,1299,56.0,Energy
Geng Jianming,2.4,China,real estate,1299,58.0,Real Estate
Adi Godrej,2.4,India,consumer goods,1299,79.0,Diversified
Jamshyd Godrej,2.4,India,consumer goods,1299,72.0,Diversified
Nadir Godrej,2.4,India,consumer goods,1299,70.0,Diversified
Philip & Cristina Green,2.4,United Kingdom,fashion retail,1299,69.0,Fashion & Retail
Lawrence Ho,2.4,Hong Kong,casinos,1299,44.0,Gambling & Casinos
Donald Horton,2.4,United States,homebuilding,1299,71.0,Real Estate
Douglas Hsu,2.4,Taiwan,diversified,1299,78.0,Diversified
Koo Kwang-mo,2.4,South Korea,LG,1299,43.0,Diversified
Jonathan Kwok,2.4,Hong Kong,Real Estate,1299,29.0,Real Estate
Luo Yangyong & family,2.4,China,mining,1299,45.0,Metals & Mining
Gail Miller,2.4,United States,car dealerships,1299,77.0,Automotive
Robert Miller,2.4,United Kingdom,retail,1299,87.0,Fashion & Retail
Vadim Moshkovich,2.4,Russia,"agriculture, land",1299,54.0,Food & Beverage
Erwin Franz Mueller,2.4,Germany,drugstores,1299,88.0,Fashion & Retail
Rishad Naoroji,2.4,India,consumer goods,1299,69.0,Diversified
Madhukar Parekh,2.4,India,adhesives,1299,74.0,Manufacturing
Gregorio Perez Companc & family,2.4,Argentina,oil & gas,1299,85.0,Energy
Dmitry Pumpyansky,2.4,Russia,steel pipes,1299,57.0,Metals & Mining
Austin Russell,2.4,United States,★,1299,26.0,Automotive
Hussain Sajwani,2.4,United Arab Emirates,real estate,1299,68.0,Real Estate
Jean Salata,2.4,Chile,finance,1299,55.0,Finance & Investments
Alice Schwartz,2.4,United States,biotech,1299,94.0,Healthcare
Antonio Luiz Seabra,2.4,Brazil,cosmetics,1299,78.0,Fashion & Retail
Shen Wenrong,2.4,China,steel production,1299,75.0,Metals & Mining
William Stone,2.4,United States,software,1299,65.0,Technology
Elizabeth Sy,2.4,Philippines,diversified,1299,68.0,Diversified
Tony Tan Caktiong & family,2.4,Philippines,food,1299,68.0,Food & Beverage
Tang Jinkui & family,2.4,China,"textiles, petrochemicals",1299,65.0,Manufacturing
Roman Trotsenko,2.4,Russia,"transport, engineering, real estate",1299,50.0,Logistics
Donald Trump,2.4,United States,real estate,1299,74.0,Real Estate
T.Y. Tsai,2.4,Taiwan,finance,1299,68.0,Finance & Investments
John Tyson,2.4,United States,food processing,1299,67.0,Food & Beverage
David Wertheim,2.4,Israel,Coca Cola Israel,1299,63.0,Food & Beverage
Xiong Shaoming,2.4,China,e-cigarettes,1299,50.0,Manufacturing
Yang Jianliang & family,2.4,China,machinery,1299,51.0,Manufacturing
Michael Ying,2.4,Hong Kong,retail,1299,71.0,Fashion & Retail
Zhang Ning & family,2.4,Canada,chemicals,1299,47.0,Manufacturing
Zhang Zhixiang,2.4,China,steel,1299,54.0,Metals & Mining
Zhao Hongfei,2.4,China,software,1299,46.0,Technology
Bill and Jean Adderley & family,2.3,United Kingdom,home furnishings,1362,73.0,Fashion & Retail
Bill Alfond,2.3,United States,shoes,1362,72.0,Fashion & Retail
Susan Alfond,2.3,United States,shoes,1362,75.0,Fashion & Retail
Ted Alfond,2.3,United States,shoes,1362,76.0,Fashion & Retail
Carlos Ardila Lülle,2.3,Colombia,"soft drinks, diversified",1362,90.0,Food & Beverage
Semahat Sevim Arsel,2.3,Turkey,diversified,1362,92.0,Diversified
Sezai Bacaksiz,2.3,Turkey,diversified,1362,71.0,Diversified
Suhail Bahwan,2.3,Oman,diversified,1362,82.0,Diversified
Bang Jun-hyuk,2.3,South Korea,online gaming,1362,52.0,Technology
Bang Shi-hyuk,2.3,South Korea,entertainment,1362,48.0,Media & Entertainment
Anand Burman,2.3,India,consumer goods,1362,68.0,Food & Beverage
Cao Longxiang & family,2.3,China,pharmaceuticals,1362,63.0,Healthcare
Vanich Chaiyawan,2.3,Thailand,"insurance, beverages",1362,89.0,Finance & Investments
Chen Zhisong,2.3,China,communication equipment,1362,55.0,Technology
Jim Coulter,2.3,United States,private equity,1362,61.0,Finance & Investments
"Edward DeBartolo, Jr.",2.3,United States,shopping centers,1362,74.0,Real Estate
Maria Del Pino,2.3,Spain,construction,1362,65.0,Construction & Engineering
Deng Yingzhong,2.3,China,paper,1362,70.0,Manufacturing
Bob Ell,2.3,Australia,real estate,1362,76.0,Real Estate
Sandeep Engineer,2.3,India,plastic pipes,1362,59.0,Manufacturing
Fong Yun Wah,2.3,Hong Kong,real estate,1362,96.0,Real Estate
Lindsay Fox,2.3,Australia,"logistics, real estate",1362,83.0,Logistics
Mario Germano Giuliani,2.3,Switzerland,pharmaceuticals,1362,49.0,Healthcare
Harsh Goenka,2.3,India,diversified,1362,63.0,Diversified
Noam Gottesman,2.3,United States,hedge funds,1362,59.0,Finance & Investments
Joseph Grendys,2.3,United States,poultry processing,1362,59.0,Food & Beverage
Guan Yihong,2.3,China,restaurant,1362,51.0,Food & Beverage
David Hains,2.3,Australia,Investments,1362,90.0,Finance & Investments
Michael Hintze,2.3,Australia,investment,1362,67.0,Finance & Investments
Stewart Horejsi & family,2.3,United States,Berkshire Hathaway,1362,83.0,Finance & Investments
Hua Xuande & family,2.3,China,pharmaceuticals,1362,77.0,Healthcare
Jared Isaacman,2.3,United States,payment processing,1362,38.0,Technology
David Jiang,2.3,China,e-cigarettes,1362,42.0,Manufacturing
Jiang Weiping & family,2.3,China,chemicals,1362,66.0,Manufacturing
Boris Jordan,2.3,United States,cannabis,1362,54.0,Manufacturing
Baba Kalyani,2.3,India,engineering,1362,72.0,Construction & Engineering
Jim Kavanaugh,2.3,United States,IT provider,1362,58.0,Technology
Mustafa Rahmi Koc,2.3,Turkey,diversified,1362,90.0,Diversified
Eiichi Kuriwada,2.3,Japan,package delivery,1362,74.0,Logistics
Lai Jianfa,2.3,China,express delivery,1362,51.0,Logistics
Lam Kong,2.3,China,pharmaceuticals,1362,56.0,Healthcare
David Xueling Li,2.3,China,live streaming service,1362,48.0,Technology
Li Xuhui,2.3,China,soy sauce,1362,52.0,Food & Beverage
Liang Zhaoxian,2.3,China,appliances,1362,56.0,Manufacturing
Liu Ming Chung,2.3,Brazil,paper,1362,58.0,Manufacturing
Alexander Mamut,2.3,Russia,investments,1362,61.0,Finance & Investments
Daniel Mate,2.3,Spain,"mining, commodities",1362,57.0,Metals & Mining
Clayton Mathile,2.3,United States,pet food,1362,80.0,Food & Beverage
Aristotelis Mistakidis,2.3,Greece,"mining, commodities",1362,59.0,Metals & Mining
Fernando Roberto Moreira Salles,2.3,Brazil,"banking, minerals",1362,74.0,Diversified
Joao Moreira Salles,2.3,Brazil,"banking, minerals",1362,59.0,Diversified
Walther Moreira Salles Junior,2.3,Brazil,"banking, minerals",1362,64.0,Finance & Investments
Eugene Murtagh,2.3,Ireland,building materials,1362,78.0,Manufacturing
Nihat Ozdemir,2.3,Turkey,diversified,1362,71.0,Diversified
Gretel Packer,2.3,Australia,casinos,1362,55.0,Media & Entertainment
Andrew Paradise,2.3,United States,★,1362,38.0,Media & Entertainment
Karl-Johan Persson,2.3,Sweden,H&M,1362,46.0,Fashion & Retail
Tom Persson,2.3,Sweden,H&M,1362,36.0,Fashion & Retail
Stewart Rahr,2.3,United States,drug distribution,1362,75.0,Healthcare
Krit Ratanarak,2.3,Thailand,"media, real estate",1362,74.0,Media & Entertainment
Michael Saylor,2.3,United States,cryptocurrency,1362,56.0,Technology
"Karl Scheufele, III. & family",2.3,Switzerland,jewelry,1362,82.0,Fashion & Retail
Stephan Schmidheiny,2.3,Switzerland,investments,1362,73.0,Finance & Investments
Vijay Shekhar Sharma,2.3,India,financial technology,1362,42.0,Service
Charlotte Soderstrom,2.3,Sweden,H&M,1362,44.0,Fashion & Retail
Sun Huaiqing & family,2.3,China,cosmetics,1362,51.0,Fashion & Retail
Sze Man Bok,2.3,China,hygiene products,1362,71.0,Manufacturing
Katsumi Tada,2.3,Japan,real estate,1362,75.0,Real Estate
Ted Turner,2.3,United States,cable television,1362,82.0,Media & Entertainment
Jitendra Virwani,2.3,India,real estate,1362,55.0,Real Estate
Arkady Volozh,2.3,Russia,search engine,1362,57.0,Media & Entertainment
Lang Walker,2.3,Australia,real estate,1362,75.0,Real Estate
Wei Ying-Chiao,2.3,Taiwan,"food, beverages",1362,66.0,Food & Beverage
Wu Zhongyi,2.3,China,electronics,1362,47.0,Technology
Elaine Wynn,2.3,United States,"casinos, hotels",1362,78.0,Gambling & Casinos
Xu Chuanhua & family,2.3,China,"chemicals, logistics",1362,86.0,Manufacturing
Jerry Yang,2.3,United States,Yahoo,1362,52.0,Technology
Yang Weidong & family,2.3,China,chemicals,1362,52.0,Manufacturing
Barry Zekelman,2.3,Canada,steel,1362,54.0,Manufacturing
Zhang Xuezheng,2.3,China,telecom,1362,45.0,Technology
Zhang Yin,2.3,China,paper manufacturing,1362,64.0,Manufacturing
Kostyantin Zhevago,2.3,Ukraine,mining,1362,47.0,Metals & Mining
Jose Joao Abdalla Filho,2.2,Brazil,investments,1444,75.0,Finance & Investments
Ramon Ang,2.2,Philippines,Diversified,1444,67.0,Food & Beverage
Bill Austin,2.2,United States,hearing aids,1444,79.0,Manufacturing
Acharya Balkrishna,2.2,India,consumer goods,1444,48.0,Food & Beverage
Richard Barton,2.2,United States,Zillow,1444,53.0,Real Estate
Edward Bass,2.2,United States,"oil, investments",1444,75.0,Energy
Thor Bjorgolfsson,2.2,Iceland,investments,1444,54.0,Diversified
Nikolai Buinov,2.2,Russia,"oil, gas",1444,53.0,Energy
Bruce Cheng,2.2,Taiwan,electronics,1444,85.0,Technology
Chin Jong Hwa,2.2,Taiwan,auto parts,1444,62.0,Automotive
Dermot Desmond,2.2,Ireland,finance,1444,70.0,Finance & Investments
K. Dinesh,2.2,India,software services,1444,66.0,Technology
"Frank Fertitta, III.",2.2,United States,"casinos, mixed martial arts",1444,59.0,Sports
Lorenzo Fertitta,2.2,United States,"casinos, mixed martial arts",1444,52.0,Sports
Maria Franca Fissolo,2.2,Italy,"Nutella, chocolates",1444,86.0,Food & Beverage
Serge Godin,2.2,Canada,information technology,1444,71.0,Technology
Gu Wei,2.2,China,consumer electronics,1444,56.0,Manufacturing
Jeffrey Gundlach,2.2,United States,investments,1444,62.0,Finance & Investments
Guo Jiangang,2.2,China,household appliances,1444,54.0,Manufacturing
Carlos Hank Rhon,2.2,Mexico,banking,1444,73.0,Diversified
Gerry Harvey,2.2,Australia,retail,1444,81.0,Fashion & Retail
Huang Guanlin,2.2,China,"textiles, apparel",1444,56.0,Fashion & Retail
Huang Wei,2.2,China,real estate,1444,61.0,Real Estate
Hui Lin Chit,2.2,China,hygiene products,1444,67.0,Manufacturing
Randal J. Kirk,2.2,United States,pharmaceuticals,1444,67.0,Healthcare
Leo Koguan,2.2,United States,IT provider,1444,66.0,Technology
Miguel Krigsner,2.2,Brazil,cosmetics,1444,71.0,Fashion & Retail
Kwek Leng Kee,2.2,Singapore,diversified,1444,66.0,Diversified
Thomas Kwok,2.2,Hong Kong,real estate,1444,69.0,Real Estate
Lau Cho Kun,2.2,Malaysia,"palm oil, property",1444,85.0,Diversified
Jeff Lawson,2.2,United States,software,1444,43.0,Technology
Max Levchin,2.2,United States,fintech,1444,45.0,Finance & Investments
Li Guoqing,2.2,China,Petro Fibre,1444,51.0,Manufacturing
Li Shuirong,2.2,China,petrochemicals,1444,64.0,Manufacturing
Li Yongqing,2.2,China,Petro Firbe,1444,56.0,Manufacturing
Liang Xinjun,2.2,China,conglomerate,1444,53.0,Diversified
Lin Chang Su-O,2.2,Taiwan,real estate,1444,80.0,Real Estate
Lin Fanlian,2.2,China,"energy, real estate",1444,59.0,Energy
Scott Lin,2.2,Taiwan,optical components,1444,88.0,Technology
Mao Zhongwu,2.2,China,manufacturing,1444,58.0,Manufacturing
David McMurtry,2.2,United Kingdom,manufacturing,1444,80.0,Manufacturing
Rubens Menin Teixeira de Souza,2.2,Brazil,"home building, banking",1444,65.0,Diversified
Mi Enhua,2.2,China,retail,1444,63.0,Fashion & Retail
Bob Parsons,2.2,United States,web hosting,1444,70.0,Technology
John Phillips,2.2,Canada,investments,1444,70.0,Finance & Investments
Arvind Poddar,2.2,India,tires,1444,63.0,Automotive
Qian Ying,2.2,China,pig breeding,1444,55.0,Food & Beverage
Phillip T. (Terry) Ragon,2.2,United States,health IT,1444,71.0,Technology
Alberto Roemmers,2.2,Argentina,pharmaceuticals,1444,94.0,Healthcare
Vlad Shmunis,2.2,United States,cloud technology,1444,60.0,Technology
Alberto Siccardi & family,2.2,Switzerland,medical devices,1444,76.0,Healthcare
Sebastian Siemiatkowski,2.2,Sweden,fintech,1444,39.0,Finance & Investments
Salil Singhal,2.2,India,agrochemicals,1444,73.0,Manufacturing
Dean Solon,2.2,United States,solar systems,1444,56.0,Energy
Timothy Springer,2.2,United States,biotech,1444,73.0,Healthcare
Peter Spuhler,2.2,Switzerland,train cars,1444,61.0,Manufacturing
Tang Yiu,2.2,Hong Kong,fashion retail,1444,87.0,Fashion & Retail
Tran Dinh Long,2.2,Vietnam,steel,1444,60.0,Manufacturing
David Walentas,2.2,United States,real estate,1444,82.0,Real Estate
Wu Lanlan & family,2.2,China,packaging,1444,47.0,Manufacturing
Wu Yiling,2.2,China,pharmaceuticals,1444,71.0,Healthcare
Xiang Wenbo,2.2,China,manufacturing,1444,58.0,Manufacturing
Xie Liangzhi & family,2.2,China,biotech,1444,55.0,Healthcare
Xu Yuejuan,2.2,China,Petro Fibre,1444,59.0,Manufacturing
Shintaro Yamada,2.2,Japan,mobile apps,1444,43.0,Technology
Yang Jian,2.2,China,real estate,1444,49.0,Real Estate
Gavril Yushvaev,2.2,Russia,"precious metals, real estate",1444,63.0,Finance & Investments
Zhang Jingzhang & family,2.2,China,precision machinery,1444,85.0,Manufacturing
Michael Ashcroft,2.1,United Kingdom,security,1517,75.0,Finance & Investments
George Bishop,2.1,United States,oil & gas,1517,83.0,Energy
Julio Bozano,2.1,Brazil,banking,1517,85.0,Finance & Investments
Herb Chambers,2.1,United States,car dealerships,1517,79.0,Automotive
Jacques D'Amours,2.1,Canada,retail,1517,64.0,Fashion & Retail
Ray Davis,2.1,United States,pipelines,1517,79.0,Energy
Diao Zhizhong,2.1,China,software,1517,57.0,Technology
Michael Federmann & family,2.1,Israel,"defense, hotels",1517,77.0,Technology
William Fisher,2.1,United States,Gap,1517,64.0,Fashion & Retail
Bernard Fraisse,2.1,France,pharmaceuticals,1517,64.0,Healthcare
Fabricio Garcia,2.1,Brazil,retail,1517,43.0,Fashion & Retail
Flavia Bittar Garcia Faleiros,2.1,Brazil,retail,1517,40.0,Fashion & Retail
Gordon Getty,2.1,United States,Getty Oil,1517,87.0,Energy
Philippe Ginestet & family,2.1,France,retail stores,1517,67.0,Fashion & Retail
Gong Yingying,2.1,China,health IT,1517,36.0,Healthcare
Lutz Mario Helmig,2.1,Germany,hospitals,1517,74.0,Healthcare
Ilkka Herlin,2.1,Finland,"elevators, escalators",1517,62.0,Manufacturing
Arthur Xiaobo Hong,2.1,China,e-commerce,1517,49.0,Fashion & Retail
Hong Feng,2.1,China,smartphones,1517,44.0,Technology
Huang Shih Tsai,2.1,Hong Kong,real estate,1517,69.0,Real Estate
Jiang Yehua & family,2.1,China,real estate,1517,58.0,Real Estate
Keeree Kanjanapas,2.1,Thailand,transportation,1517,70.0,Real Estate
Alexander Karp,2.1,United States,software firm,1517,53.0,Technology
Bruce Karsh,2.1,United States,private equity,1517,65.0,Finance & Investments
Mustafa Kucuk,2.1,Turkey,fashion retail,1517,57.0,Fashion & Retail
Dominika Kulczyk,2.1,Poland,diversified,1517,43.0,Finance & Investments
Philippe Laffont,2.1,United States,hedge fund,1517,53.0,Finance & Investments
Henry Laufer,2.1,United States,hedge funds,1517,75.0,Finance & Investments
Frank Laukien,2.1,United States,scientific equipment,1517,61.0,Manufacturing
Mark Leonard & family,2.1,Canada,software,1517,64.0,Technology
Li Wanqiang,2.1,China,smartphones,1517,43.0,Technology
Li Weiwei,2.1,China,online games,1517,44.0,Technology
Lin Chen-hai,2.1,Taiwan,real estate,1517,74.0,Real Estate
Lin Yinsun,2.1,China,agribusiness,1517,57.0,Food & Beverage
Liu Zhongtian & family,2.1,China,aluminum products,1517,57.0,Manufacturing
Daniel Lubetzky,2.1,United States,snack bars,1517,52.0,Food & Beverage
Prayudh Mahagitsiri,2.1,Thailand,"coffee, shipping",1517,75.0,Food & Beverage
Igor Makarov,2.1,Russia,investments,1517,59.0,Energy
Kishore Mariwala,2.1,India,consumer goods,1517,86.0,Food & Beverage
Howard Marks,2.1,United States,private equity,1517,74.0,Finance & Investments
Katarina Martinson,2.1,Sweden,investments,1517,39.0,Diversified
Vincent McMahon,2.1,United States,entertainment,1517,75.0,Sports
David Murdock,2.1,United States,"Dole, real estate",1517,97.0,Food & Beverage
Vikas Oberoi,2.1,India,real estate,1517,50.0,Real Estate
Erik Paulsson & family,2.1,Sweden,"construction, real estate",1517,79.0,Real Estate
Roger Penske,2.1,United States,cars,1517,84.0,Automotive
Florentino Perez,2.1,Spain,construction,1517,74.0,Construction & Engineering
Phil Ruffin,2.1,United States,"casinos, real estate",1517,86.0,Diversified
Richard Sands,2.1,United States,liquor,1517,70.0,Food & Beverage
Robert Sands,2.1,United States,liquor,1517,62.0,Food & Beverage
Dieter Schnabel,2.1,Germany,chemicals,1517,75.0,Manufacturing
Jeffrey Talpins,2.1,United States,hedge fund,1517,46.0,Finance & Investments
Timur Turlov,2.1,Russia,stock brokerage,1517,33.0,Finance & Investments
Sandro Veronesi & family,2.1,Italy,fashion,1517,61.0,Fashion & Retail
Wang Chou-hsiong,2.1,Taiwan,footwear,1517,80.0,Manufacturing
Wang Minwen,2.1,China,semiconductor,1517,57.0,Technology
Weng Xianding,2.1,China,medical devices,1517,59.0,Healthcare
Michael Xie,2.1,United States,cybersecurity,1517,52.0,Technology
Yuan Fugen & family,2.1,China,metal processing,1517,70.0,Manufacturing
Zhao Fenggang,2.1,China,batteries,1517,55.0,Energy
Zhou Zongwen & family,2.1,China,jewelry,1517,64.0,Fashion & Retail
S. Daniel Abraham,2.0,United States,Slim-Fast,1580,96.0,Food & Beverage
Isak Andic & family,2.0,Spain,fashion retail,1580,67.0,Fashion & Retail
Roberto Angelini Rossi,2.0,Chile,"forestry, mining",1580,72.0,Diversified
Masaaki Arai,2.0,Japan,home sales,1580,55.0,Real Estate
George Argyros & family,2.0,United States,"real estate, investments",1580,84.0,Real Estate
Pavel Baudis,2.0,Czechia,software,1580,60.0,Technology
Anne Beaufour,2.0,France,pharmaceuticals,1580,57.0,Healthcare
Henri Beaufour,2.0,France,pharmaceuticals,1580,55.0,Healthcare
Brett Blundy,2.0,Australia,"retail, agribusiness",1580,61.0,Fashion & Retail
J. Hyatt Brown,2.0,United States,insurance,1580,83.0,Finance & Investments
Dai Wenjun,2.0,China,food,1580,52.0,Food & Beverage
Sol Daurella,2.0,Spain,Coca-Cola bottler,1580,55.0,Food & Beverage
John de Mol,2.0,Netherlands,TV programs,1580,66.0,Media & Entertainment
Dou Zhenggang,2.0,China,"energy, chemicals",1580,67.0,Diversified
Glenn Dubin,2.0,United States,hedge funds,1580,63.0,Finance & Investments
John Elkann,2.0,Italy,"FIAT, investments",1580,45.0,Finance & Investments
Ibrahim Erdemoglu,2.0,Turkey,carpet,1580,58.0,Manufacturing
Andy Fang,2.0,United States,food delivery app,1580,28.0,Technology
Fang Hongbo,2.0,China,home appliances,1580,54.0,Manufacturing
Kenneth Feld & family,2.0,United States,live entertainment,1580,72.0,Media & Entertainment
Walter Frey,2.0,Switzerland,car dealerships,1580,77.0,Automotive
Yasuhiro Fukushima,2.0,Japan,video games,1580,73.0,Media & Entertainment
Dennis Gillings,2.0,United Kingdom,drug testing,1580,76.0,Healthcare
Sam Goi,2.0,Singapore,frozen foods,1580,74.0,Food & Beverage
Bahaa Hariri,2.0,Lebanon,"real estate, investments",1580,54.0,Real Estate
Ilona Herlin,2.0,Finland,"elevators, escalators",1580,56.0,Manufacturing
Jeffery Hildebrand,2.0,United States,oil,1580,62.0,Energy
J. Tomilson Hill,2.0,United States,investments,1580,72.0,Finance & Investments
Orion Hindawi,2.0,United States,software,1580,41.0,Technology
Reid Hoffman,2.0,United States,LinkedIn,1580,53.0,Technology
Hou Juncheng,2.0,China,cosmetics,1580,56.0,Healthcare
